Item_ID	Sentence	SentenceLength	Adjective	FQ_Adjective	P_Adjective	Noun	FQ_Noun	P_Noun	NP	NPParse	PrevAdjective	FQ_PrevAdjective	P_PrevAdjective	PrevPrevAdjective	FQ_PrevPrevAdjective	P_PrevPrevAdjective	PrevAdj	PrevPrevAdj
34585:7	probably the last comedy 0 we saw *t*-1, now that i think about it, is home alone.	17	last	602 	0.000501926832074625	comedy	17 	1.41740135303466e-05	the last comedy	(NP (DT the) (JJ last) (NN comedy))							no	
34590:49	so, i, i, i've seen it the second time not too long ago.	14	second	143 	0.000119228466755268	time	1872 	0.00156080901934169	the second time	(NP-ADV (DT the) (JJ second) (NN time))							no	
34598:12	of course, the bad thing about it was, uh, 0 the second time 0 i saw it *t*-1, i didn't really enjoy it as much,	26	bad	466 	0.000388534723831853	thing	1372 	0.00114392626844915	the bad thing	(NP (DT the) (JJ bad) (NN thing))							no	
34598:40	of course, the bad thing about it was, uh, 0 the second time 0 i saw it *t*-1, i didn't really enjoy it as much,	26	second	143 	0.000119228466755268	time	1872 	0.00156080901934169	the second time	(NP (DT the) (JJ second) (NN time))							no	
34605:33	maybe it's just the idea of my reaction to the first time.	13	first	572 	0.000476913867021073	time	1872 	0.00156080901934169	the first time	(NP (DT the) (JJ first) (NN time))							no	
34615:26	and maybe i just laughed so hard *ich*-1 the first time that i didn't have it,	17	first	572 	0.000476913867021073	time	1872 	0.00156080901934169	the first time	(NP-TMP (DT the) (JJ first) (NN time))							no	
34616:29	i mean, it just wasn't as funny the second time because i had just gone overboard the first time.	20	second	143 	0.000119228466755268	time	1872 	0.00156080901934169	the second time	(NP-TMP (DT the) (JJ second) (NN time))							no	
34616:55	i mean, it just wasn't as funny the second time because i had just gone overboard the first time.	20	first	572 	0.000476913867021073	time	1872 	0.00156080901934169	the first time	(NP-TMP (DT the) (JJ first) (NN time))							no	
34627:38	i mean, it was, it was a great movie though.	10	great	570 	0.000475246336017502	movie	265 	0.000220947857973049	a great movie	(NP-PRD (DT a) (JJ great) (NN movie))							no	
34633:9	uh, naked gun two and a half is coming out.	10	naked	2 	1.66753100357018e-06	gun	121 	0.000100885625715996	naked gun	(NP (JJ NAKED) (NN GUN))							no	
34680:27	you know, but that's at least the good thing about the texas organization letting you buy the tickets cheaper.	20	good	2181 	0.00181844255939329	thing	1372 	0.00114392626844915	the good thing	(NP (DT the) (JJ good) (NN thing))							no	
34713:83	and, it, it's just the idea that these, uh, these actors, you know, live in such lavish style.	19	lavish	2 	1.66753100357018e-06	style	31 	2.58467305553378e-05	such lavish style	(NP (JJ such) (JJ lavish) (NN style))	such	255 	0.000212610202955198				yes	no
34727:33	oh, that was, that was an excellent movie.	8	excellent	56 	4.66908680999652e-05	movie	265 	0.000220947857973049	an excellent movie	(NP-PRD (DT an) (JJ excellent) (NN movie))							no	
34739:9	that needs the big screen.	5	big	687 	0.000572796899726358	screen	15 	1.25064825267764e-05	the big screen	(NP (DT the) (JJ big) (NN screen))							no	
34758:23	i mean, i guess 0 my first instinct was *-1 to wait for the video, too.	16	first	572 	0.000476913867021073	instinct	4 	3.33506200714037e-06	my first instinct	(NP-SBJ (PRP$ my) (JJ first) (NN instinct))							no	
34777:19	i wanted him to win best actor on top of it,	11	best	204 	0.000170088162364159	actor	20 	1.66753100357018e-05	best actor	(NP (JJS best) (NN actor))							no	
34782:26	like i said, i wouldn't given the supporting actresses either one.	12	supporting	10 	8.33765501785092e-06	actresses	1 	8.33765501785092e-07	the supporting actresses	(NP (DT the) (JJ supporting) (NNS actresses))							no	
34788:9	somebody made an interesting observation,	5	interesting	427 	0.000356017869262234	observation	2 	1.66753100357018e-06	an interesting observation	(NP (DT an) (JJ interesting) (NN observation))							no	
34804:3	the supporting actor, he was good,	6	supporting	10 	8.33765501785092e-06	actor	20 	1.66753100357018e-05	the supporting actor	(NP-TPC (DT the) (JJ supporting) (NN actor))							no	
34814:54	oh, well there are, there is one spot that *t*-1 was just a little bit on the gory side.	19	little	1416 	0.00118061195052769	bit	555 	0.000462739853490726	just a little bit	(NP-ADV (RB just) (DT a) (JJ little) (NN bit))							no	
34814:65	oh, well there are, there is one spot that *t*-1 was just a little bit on the gory side.	19	gory	5 	4.16882750892546e-06	side	164 	0.000136737542292755	the gory side	(NP (DT the) (JJ gory) (NN side))							no	
34826:55	it, it's just the idea that there is this one spot where the white man has come by and killed a bunch a buffalo and just stripped its hide, the hides *t*-1.	33	white	78 	6.50337091392372e-05	man	142 	0.000118394701253483	the white man	(NP-SBJ (DT the) (JJ white) (NN man))							no	
34829:123	see, that's the one, that is the honest to god the one reason 0 i don't want *-1 to see the movie *t*-2 is because i love buffalos for some weird reason,	34	weird	47 	3.91869785838993e-05	reason	167 	0.00013923883879811	some weird reason	(NP (DT some) (JJ weird) (NN reason))							no	
34845:21	and i think 0 it's an excellent movie for,	10	excellent	56 	4.66908680999652e-05	movie	265 	0.000220947857973049	an excellent movie	(NP-PRD (DT an) (JJ excellent) (NN movie))							no	
34852:47	it's, it's, it's a long movie.	9	long	545 	0.000454402198472875	movie	265 	0.000220947857973049	a long movie	(NP-PRD (DT a) (JJ long) (NN movie))							no	
34882:10	there are certain things 0 you can't do *t*-1 with a video	13	certain	188 	0.000156747914335597	things	1752 	0.00146075715912748	certain things	(NP (JJ certain) (NNS things))							no	
34886:53	and the idea that they may put a little extra in it i think 0 *t*-1 is a good idea.	20	good	2181 	0.00181844255939329	idea	245 	0.000204272547937348	a good idea	(NP-PRD (DT a) (JJ good) (NN idea))							no	
34896:54	and so the idea of * getting a little extra with it i think 0 *t*-1 is a good idea. because they, they make bundles of money off those things.	30	good	2181 	0.00181844255939329	idea	245 	0.000204272547937348	a good idea	(NP-PRD (DT a) (JJ good) (NN idea))							no	
34945:67	i think 0 when you're in college *t*-1 you kind of, you have more of a regular schedule in terms of, you can watch every week.	27	regular	94 	7.83739571677986e-05	schedule	45 	3.75194475803291e-05	a regular schedule	(NP (DT a) (JJ regular) (NN schedule))							no	
34951:9	that makes a big difference.	5	big	687 	0.000572796899726358	difference	133 	0.000110890811737417	a big difference	(NP (DT a) (JJ big) (NN difference))							no	
34958:13	but right now, the last things 0 i watched *t*-1 regularly was thirty something when it first came out *t*-2.	20	last	602 	0.000501926832074625	things	1752 	0.00146075715912748	the last things	(NP (DT the) (JJ last) (NNS things))							no	
34971:25	i, i have a hard time *-1 sticking with something like, like on t v, because, it, like, it gets real aggravating if you miss it, for a week or two.	31	hard	421 	0.000351015276251524	time	1872 	0.00156080901934169	a hard time	(NP (DT a) (JJ hard) (NN time))							no	
34990:38	we could not find anything that *t*-1 had any kind of redeeming value in it.	15	redeeming	2 	1.66753100357018e-06	value	47 	3.91869785838993e-05	redeeming value	(NP (JJ redeeming) (NN value))							no	
34994:23	so, you know, it was prime time,	7	prime	24 	2.00103720428422e-05	time	1872 	0.00156080901934169	prime time	(NP-TMP-PRD (JJ prime) (NN time))							no	
35013:24	i mean, i have not watched prime time, week night t v, i guess 0 *t*-1 in a real long time because i was shocked.	25	prime	24 	2.00103720428422e-05	time	1872 	0.00156080901934169	prime time, week night t v	(NP (JJ prime) (NN time) (, ,) (NN week) (NN night) (NN T) (NN V))							no	
35043:4	the whole moral situation, everything, is just gone one whole complete direction different.	13	moral	11 	9.17142051963601e-06	situation	172 	0.000143407666307036	the whole moral situation	(NP (DT the) (JJ whole) (JJ moral) (NN situation))	whole	468 	0.000390202254835423				yes	no
35043:30	the whole moral situation, everything, is just gone one whole complete direction different.	13	complete	25 	2.08441375446273e-05	direction	37 	3.08493235660484e-05	one whole complete direction	(NP-ADV (CD one) (JJ whole) (JJ complete) (NN direction))	whole	468 	0.000390202254835423				yes	no
35045:11	but i feel the same way.	6	same	533 	0.000444397012451454	way	1105 	0.000921310879472527	the same way	(NP-MNR (DT the) (JJ same) (NN way))							no	
35063:44	it's just, it's just, uh, like a necessary evil.	11	necessary	36 	3.00155580642633e-05	evil	7 	5.83635851249564e-06	a necessary evil	(NP-PRD (DT a) (JJ necessary) (NN evil))							no	
35091:18	and, you know, their demographic studies that they do *t*-2 that *t*-1 show, you know, that everybody's i q has dropped dramatically or something.	25	demographic	4 	3.33506200714037e-06	studies	12 	1.00051860214211e-05	their demographic studies	(NP (PRP$ their) (JJ demographic) (NNS studies))							no	
35117:38	stuff i guess *t*-2 that *t*-1 mostly public, on public t v.	12	public	200 	0.000166753100357018	t	489 	0.00040771133037291	public t v	(NP (JJ public) (NN T) (NN V))							no	
35122:42	we had this rule *ich*-3 in our house 0 for every hour of regular t v that we watched *t*-1, we had *-2 to watch an hour of public t v.	31	regular	94 	7.83739571677986e-05	t	489 	0.00040771133037291	regular t v	(NP (JJ regular) (NN T) (NN V))							no	
35122:90	we had this rule *ich*-3 in our house 0 for every hour of regular t v that we watched *t*-1, we had *-2 to watch an hour of public t v.	31	public	200 	0.000166753100357018	t	489 	0.00040771133037291	public t v	(NP (JJ public) (NN T) (NN V))							no	
35134:21	so we had *-1 to give a little oral report before we could watch our program.	16	oral	2 	1.66753100357018e-06	report	37 	3.08493235660484e-05	a little oral report	(NP (DT a) (JJ little) (JJ oral) (NN report))	little	1416 	0.00118061195052769				yes	no
35155:12	you're missing an awful lot.	6	awful	90 	7.50388951606583e-05	lot	2469 	0.00205856702390739	an awful lot	(NP (DT an) (JJ awful) (NN lot))							no	
35169:19	i'll sit down for the big games, the super bowl, and the championship you know, things like that.	19	big	687 	0.000572796899726358	games	58 	4.83583991035353e-05	the big games	(NP (DT the) (JJ big) (NNS games))							no	
35177:14	i check the scores the next morning,	7	next	256 	0.000213443968456984	morning	128 	0.000106721984228492	the next morning	(NP-TMP (DT the) (JJ next) (NN morning))							no	
35180:36	but, i like, i like good comedy, good humor once in a while.	13	good	2181 	0.00181844255939329	comedy	17 	1.41740135303466e-05	good comedy	(NP (JJ good) (NN comedy))							no	
35180:46	but, i like, i like good comedy, good humor once in a while.	13	good	2181 	0.00181844255939329	humor	7 	5.83635851249564e-06	good humor	(NP (JJ good) (NN humor))							no	
35194:58	and then you're, you know, trying *-1 to pass the time *-2 to wait until the next comedian comes up.	21	next	256 	0.000213443968456984	comedian	1 	8.33765501785092e-07	the next comedian	(NP-SBJ (DT the) (JJ next) (NN comedian))							no	
35299:23	you know, if you keep that same format. there's only so long that you can be outrageous *t*-1.	19	same	533 	0.000444397012451454	format	5 	4.16882750892546e-06	that same format	(NP (DT that) (JJ same) (NN format))							no	
35305:25	well, i guess 0 there are a few things around still	11	few	373 	0.000310994532165839	things	1752 	0.00146075715912748	a few things	(NP (DT a) (JJ few) (NNS things))							no	
35337:85	well, we've, uh, we've, we've test driven the oldsmobile delta eighty-eight and a cutlass supreme and a used cadillac, about three or four years old because, uh, i get married *-1 in a couple of weeks	39	used	661 	0.000551118996679946	cadillac	11 	9.17142051963601e-06	a used cadillac	(NP (DT a) (JJ used) (NNP Cadillac))							no	
35361:30	that, uh, in addition to * getting a new car there, they can get you a car that *t*-1's new but *t*-1 it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal 0 they can give you *t*-1 for a new car.	52	new	555 	0.000462739853490726	car	437 	0.000364355524280085	a new car	(NP (DT a) (JJ new) (NN car))							no	
35361:132	that, uh, in addition to * getting a new car there, they can get you a car that *t*-1's new but *t*-1 it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal 0 they can give you *t*-1 for a new car.	52	best	204 	0.000170088162364159	deal	183 	0.000152579086826672	the best deal	(NP (DT the) (JJS best) (NN deal))							no	
35361:162	that, uh, in addition to * getting a new car there, they can get you a car that *t*-1's new but *t*-1 it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal 0 they can give you *t*-1 for a new car.	52	new	555 	0.000462739853490726	car	437 	0.000364355524280085	a new car	(NP (DT a) (JJ new) (NN car))							no	
35369:16	and they come, with a new car warranty,	8	new	555 	0.000462739853490726	car	437 	0.000364355524280085	a new car warranty	(NP (DT a) (JJ new) (NN car) (NN warranty))							no	
35372:49	and it *exp*-3 just seems *-1 to make sense to me *-2 to get the most car for your money * to get something like that.	26	most	585 	0.000487752818544279	car	437 	0.000364355524280085	the most car	(NP (DT the) (JJS most) (NN car))							no	
35410:58	well, the ones that we were test driving *t*-1 were the, uh, were the new ones there.	17	new	555 	0.000462739853490726	ones	271 	0.00022595045098376	the new ones	(NP (DT the) (RS (-DFL- \])) (JJ new) (NNS ones))							no	
35418:34	and then the cadillac is, is definitely a used car	10	used	661 	0.000551118996679946	car	437 	0.000364355524280085	a used car	(NP-PRD (DT a) (JJ used) (NN car))							no	
35447:33	that's what i'm thinking about *t*-1 on my next car is do i want *-2 to get another brand new car because last two cars are brand new	30	next	256 	0.000213443968456984	car	437 	0.000364355524280085	my next car	(NP (PRP$ my) (JJ next) (NN car))							no	
35451:17	or do i look for a used car that *t*-1's maybe two, three years old that but that *t*-2's, you know, low mileage and in good shape.	29	used	661 	0.000551118996679946	car	437 	0.000364355524280085	a used car	(NP (DT a) (JJ used) (NN car))							no	
35451:109	or do i look for a used car that *t*-1's maybe two, three years old that but that *t*-2's, you know, low mileage and in good shape.	29	good	2181 	0.00181844255939329	shape	47 	3.91869785838993e-05	good shape	(NP (JJ good) (NN shape))							no	
35455:71	but i just, i kind of worry about *-2 getting a car that *t*-1's that new with low mileage on it because you wonder why did the person that *t*-3 owned it want *-4 to get rid *-5 of it *t*-6.	42	low	69 	5.75298196231713e-05	mileage	8 	6.67012401428074e-06	low mileage	(NP (JJ low) (NN mileage))							no	
35467:49	i mean, you know, if you're going *-1 to look at fifty different cars you don't want *-2 to do this	23	different	614 	0.000511932018096046	cars	176 	0.000146742728314176	fifty different cars	(NP (CD fifty) (JJ different) (NNS cars))							no	
35471:78	but if you've narrowed it down to one or two you can have the car, uh, uh, checked *-1 at, uh, an independent service station and have them go through it from top to bottom and tell you if they can find anything wrong, because they don't have any financial interest in it.	55	independent	19 	1.58415445339167e-05	service	118 	9.83843292106408e-05	an independent service station	(NP (DT an) (JJ independent) (NN service) (NN station))							no	
35471:165	but if you've narrowed it down to one or two you can have the car, uh, uh, checked *-1 at, uh, an independent service station and have them go through it from top to bottom and tell you if they can find anything wrong, because they don't have any financial interest in it.	55	financial	31 	2.58467305553378e-05	interest	107 	8.92129086910048e-05	any financial interest	(NP (DT any) (JJ financial) (NN interest))							no	
35481:18	and then you'll have a realistic assessment of what you're getting *t*-1.	14	realistic	17 	1.41740135303466e-05	assessment	1 	8.33765501785092e-07	a realistic assessment	(NP (DT a) (JJ realistic) (NN assessment))							no	
35507:10	isn't that a good feeling.	6	good	2181 	0.00181844255939329	feeling	77 	6.41999436374521e-05	a good feeling	(NP-PRD (DT a) (JJ good) (NN feeling))							no	
35511:127	i just want *-1 to enjoy *-2 not having any car payments for a while and enjoy *-2 watching my savings account get larger and, uh, you know, hang on to the one 0 i've got *t*-3 for a few years because it's, it's, it's almost four years old,	53	few	373 	0.000310994532165839	years	1151 	0.000959664092554641	a few years	(NP (DT a) (JJ few) (NNS years))							no	
35515:17	but it's still in great shape.	7	great	570 	0.000475246336017502	shape	47 	3.91869785838993e-05	great shape	(NP (JJ great) (NN shape))							no	
35529:20	if i continue *-1 taking good care of it, it's going *-2 to hold a pretty good resale value	20	good	2181 	0.00181844255939329	care	494 	0.000411880157881835	good care	(NP (JJ good) (NN care))							no	
35533:30	and, uh, if i consider *-1 going the used car route and save up some money, i shouldn't have too much trouble at all.	25	used	661 	0.000551118996679946	car	437 	0.000364355524280085	the used car route	(NP-ADV (DT the) (JJ used) (NN car) (NN route))							no	
35543:12	i'm on a cordless phone,	6	cordless	4 	3.33506200714037e-06	phone	128 	0.000106721984228492	a cordless phone	(NP (DT a) (JJ cordless) (NN phone))							no	
35554:79	and i do want *-1 to hold onto it and, and you know, enjoy it while it's not having any mechanical problems whatsoever,	24	mechanical	9 	7.50388951606583e-06	problems	231 	0.000192599830912356	any mechanical problems	(NP (DT any) (JJ mechanical) (NNS problems))							no	
35564:48	and i want *-1 to hang on to it while it's still being a good car and while i'm not tired of it and while i'm single and can handle a two seater for now and get that out of my system.	45	good	2181 	0.00181844255939329	car	437 	0.000364355524280085	a good car	(NP-PRD (DT a) (JJ good) (NN car))							no	
35590:3	the first car i kept *t*-1 for thirteen and a half years and got a hundred and sixty-one thousand out of it.	22	first	572 	0.000476913867021073	car	437 	0.000364355524280085	the first car	(NP-TPC-1 (DT The) (JJ first) (NN car))							no	
35597:4	the second car 0 i ever bought *t*-1 i drive *t*-2 to work now.	14	second	143 	0.000119228466755268	car	437 	0.000364355524280085	the second car	(NP (DT The) (JJ second) (NN car))							no	
35630:30	are you going *-1 to trade it in on this new one	12	new	555 	0.000462739853490726	one	3373 	0.00281229103752112	this new one	(NP (DT this) (JJ new) (NN one))							no	
35635:18	it's actually, in better condition than my car.	9	better	414 	0.000345178917739028	condition	12 	1.00051860214211e-05	better condition	(NP (JJR better) (NN condition))							no	
35642:103	and so she's going *-1 to get some money for that and take some money from the bank and then try *-2 to make as much down payment as possible *-2 to keep the monthly payment low.	38	monthly	19 	1.58415445339167e-05	payment	21 	1.75090755374869e-05	the monthly payment	(NP-SBJ (DT the) (JJ monthly) (NN payment))							no	
35651:12	that's probably the best thing.	6	best	204 	0.000170088162364159	thing	1372 	0.00114392626844915	the best thing	(NP-PRD (DT the) (JJS best) (NN thing))							no	
35660:49	when i bought my r x seven *t*-2, i, uh, best offer 0 i got *t*-1 for my other car was twenty-five hundred.	23	best	204 	0.000170088162364159	offer	38 	3.16830890678335e-05	best offer	(NP (JJS best) (NN offer))							no	
35660:71	when i bought my r x seven *t*-2, i, uh, best offer 0 i got *t*-1 for my other car was twenty-five hundred.	23	other	1208 	0.00100718872615639	car	437 	0.000364355524280085	my other car	(NP (PRP$ my) (JJ other) (NN car))							no	
35669:16	they may give you supposedly a better deal on your new car 0 you're buying *t*-1,	17	better	414 	0.000345178917739028	deal	183 	0.000152579086826672	supposedly a better deal	(NP (RB supposedly) (DT a) (JJR better) (NN deal))							no	
35669:29	they may give you supposedly a better deal on your new car 0 you're buying *t*-1,	17	new	555 	0.000462739853490726	car	437 	0.000364355524280085	your new car	(NP (PRP$ your) (JJ new) (NN car))							no	
35679:16	but strangely enough, the best off-, i mean, the best bargaining 0 i had made *t*-1 with a dealer on my car was also the same place 0 i got the best price trade in *t*-2,	36	best	204 	0.000170088162364159	off-	2 	1.66753100357018e-06	the best off-	(NP-SBJ-UNF (DT the) (JJS best) (NN off-))							no	
35679:39	but strangely enough, the best off-, i mean, the best bargaining 0 i had made *t*-1 with a dealer on my car was also the same place 0 i got the best price trade in *t*-2,	36	best	204 	0.000170088162364159	bargaining	5 	4.16882750892546e-06	the best bargaining	(NP (DT the) (JJS best) (NN bargaining))							no	
35679:89	but strangely enough, the best off-, i mean, the best bargaining 0 i had made *t*-1 with a dealer on my car was also the same place 0 i got the best price trade in *t*-2,	36	same	533 	0.000444397012451454	place	406 	0.000338508793724747	the same place	(NP (DT the) (JJ same) (NN place))							no	
35679:107	but strangely enough, the best off-, i mean, the best bargaining 0 i had made *t*-1 with a dealer on my car was also the same place 0 i got the best price trade in *t*-2,	36	best	204 	0.000170088162364159	price	64 	5.33609921142459e-05	the best price trade in	(NP (DT the) (JJS best) (NN price) (GW trade) (^NN in))							no	
35687:41	well, maybe because it's outside of dallas they are giving a little bit better prices,	16	little	1416 	0.00118061195052769	bit	555 	0.000462739853490726	a little bit	(NP-ADV (DT a) (JJ little) (NN bit))							no	
35698:12	and they had a little file where they said which dealers *t*-1 participated in the, in the fleet program *t*-2,	20	little	1416 	0.00118061195052769	file	10 	8.33765501785092e-06	a little file	(NP (DT a) (JJ little) (NN file))							no	
35715:93	but i, i guess 0 i got a pretty good deal, because i went back to the town north mazda right off central and offered them the same price as what i knew 0 i was going *-1 to be able *-2 to get it for *t*-3 in arlington	49	same	533 	0.000444397012451454	price	64 	5.33609921142459e-05	the same price	(NP (DT the) (JJ same) (NN price))							no	
35731:11	and i went the next morning to arlington,	8	next	256 	0.000213443968456984	morning	128 	0.000106721984228492	the next morning	(NP-TMP (DT the) (JJ next) (NN morning))							no	
35733:111	and what *t*-1's so funny, they took the car, they, i knew 0 they were going *-2 to pull it from town north because that's where the white one was *t*-1.	33	white	78 	6.50337091392372e-05	one	3373 	0.00281229103752112	the white one	(NP-SBJ (DT the) (JJ white) (NN one))							no	
35738:11	so it was that same car.	6	same	533 	0.000444397012451454	car	437 	0.000364355524280085	that same car	(NP-PRD (DT that) (JJ same) (NN car))							no	
35774:5	and the next day they pulled the white car and took it to arlington.	14	next	256 	0.000213443968456984	day	697 	0.000581134554744209	the next day	(NP-TMP (DT the) (JJ next) (NN day))							no	
35774:19	and the next day they pulled the white car and took it to arlington.	14	white	78 	6.50337091392372e-05	car	437 	0.000364355524280085	the white car	(NP (DT the) (JJ white) (NN car))							no	
35781:14	and i just had the biggest grin on my face.	10	biggest	70 	5.83635851249564e-05	grin	1 	8.33765501785092e-07	the biggest grin	(NP (DT the) (JJS biggest) (NN grin))							no	
35794:9	* have a good evening.	5	good	2181 	0.00181844255939329	evening	45 	3.75194475803291e-05	a good evening	(NP (DT a) (JJ good) (NN evening))							no	
35797:3	good luck in your car hunting.	6	good	2181 	0.00181844255939329	luck	43 	3.5851916576759e-05	good luck	(NP (JJ good) (NN luck))							no	
35812:37	i've, i've always felt for a long time that i, i think that all young kids ought *-1 to do a stint, uh, primarily in the military.	29	long	545 	0.000454402198472875	time	1872 	0.00156080901934169	a long time	(NP (DT a) (JJ long) (NN time))							no	
35812:73	i've, i've always felt for a long time that i, i think that all young kids ought *-1 to do a stint, uh, primarily in the military.	29	young	177 	0.000147576493815961	kids	786 	0.000655339684403082	all young kids	(NP-SBJ-1 (DT all) (JJ young) (NNS kids))							no	
35818:3	most countries require that now,	5	most	585 	0.000487752818544279	countries	91 	7.58726606624434e-05	most countries	(NP-SBJ (JJS Most) (NNS countries))							no	
35819:97	they you know, they have, uh, it mandatory for, for the, the uh at least the young men,	18	young	177 	0.000147576493815961	men	106 	8.83791431892197e-05	the young men	(NP (DT the) (RS (-DFL- \])) (JJ young) (NNS men))							no	
35827:17	i don't know about the young women,	8	young	177 	0.000147576493815961	women	208 	0.000173423224371299	the young women	(NP (DT the) (JJ young) (NNS women))							no	
35840:24	i don't think 0 it's a bad idea,	10	bad	466 	0.000388534723831853	idea	245 	0.000204272547937348	a bad idea	(NP-PRD (DT a) (JJ bad) (NN idea))							no	
35867:12	he came from a poor immigrant family,	7	poor	43 	3.5851916576759e-05	immigrant	7 	5.83635851249564e-06	a poor immigrant family	(NP (DT a) (JJ poor) (NN immigrant) (NN family))							no	
35909:10	there's other kinds of service to the country that *t*-1 could be done *-2, you know,	17	other	1208 	0.00100718872615639	kinds	130 	0.000108389515232062	other kinds	(NP (JJ other) (NNS kinds))							no	
35914:23	i mean, * working in the national parks, uh, * working, * clean up the roadsides	16	national	79 	6.58674746410223e-05	parks	20 	1.66753100357018e-05	the national parks	(NP (DT the) (JJ national) (NNS parks))							no	
35931:15	and if they're able-bodied people, i don't see any problem *ich*-1 at all with * having them go out there and, and,	24	able-bodied	2 	1.66753100357018e-06	people	2267 	0.0018901463925468	able-bodied people	(NP-PRD (JJ able-bodied) (NNS people))							no	
35932:49	if nothing else, get a group of them together and take them around to old folks places and let them cut the yards, paint the houses.	26	old	525 	0.000437726888437173	folks	46 	3.83532130821142e-05	old folks places	(NP (JJ old) (NNS folks) (NNS places))							no	
35938:19	we'd learn service to other people in this country.	10	other	1208 	0.00100718872615639	people	2267 	0.0018901463925468	other people	(NP (JJ other) (NNS people))							no	
35956:4	my next door neighbor when i was growing up *t*-1, worked for the unemployment division,	15	next	256 	0.000213443968456984	door	95 	7.92077226695837e-05	my next door neighbor	(NP (PRP$ my) (JJ next) (NN door) (NN neighbor))							no	
35957:5	and his sole job was just tracking down people who *t*-1 were getting benefits and able-bodied	16	sole	5 	4.16882750892546e-06	job	374 	0.000311828297667624	his sole job	(NP-SBJ (PRP$ his) (JJ sole) (NN job))							no	
35973:50	and i'm, i jus-, i have a hard time *-1 dealing with that.	14	hard	421 	0.000351015276251524	time	1872 	0.00156080901934169	a hard time	(NP (DT a) (JJ hard) (NN time))							no	
35975:145	what i hear *t*-1 one time, i think 0 it was on paul harvey's, uh, radio segment, that he said that if the money that *t*-2 goes into welfare each year was *-3 to be given *-4 directly to the people without all the middle people in the government bureaucracy, each person would receive like forty-five thousand dollars *t*-5.	60	middle	115 	9.58830327052856e-05	people	2267 	0.0018901463925468	all the middle people	(NP (PDT all) (DT the) (JJ middle) (NNS people))							no	
35995:97	and now, i, i, i, uh, started out when i first got in graduate school *t*-1 i was going into public administration,	22	public	200 	0.000166753100357018	administration	19 	1.58415445339167e-05	public administration	(NP (JJ public) (NN administration))							no	
36019:32	i mean, there's got *-1 to be a different way.	11	different	614 	0.000511932018096046	way	1105 	0.000921310879472527	a different way	(NP-PRD (DT a) (JJ different) (NN way))							no	
36020:22	there's got *-1 to be a better way.	9	better	414 	0.000345178917739028	way	1105 	0.000921310879472527	a better way	(NP-PRD (DT a) (JJR better) (NN way))							no	
36022:49	i mean, these these people out here getting that money are big voting blocks.	14	big	687 	0.000572796899726358	voting	35 	2.91817925624782e-05	big voting blocks	(NP-PRD (JJ big) (NN voting) (NNS blocks))							no	
36028:30	what *t*-1 would happen if the mumblex required young people to do service to the country,	16	young	177 	0.000147576493815961	people	2267 	0.0018901463925468	young people	(NP-SBJ (JJ young) (NNS people))							no	
36044:54	and they'll help the country eventually, too, because rather than *-1 having a bunch of uneducated people we can have educated people,	23	uneducated	1 	8.33765501785092e-07	people	2267 	0.0018901463925468	uneducated people	(NP (JJ uneducated) (NNS people))							no	
36044:68	and they'll help the country eventually, too, because rather than *-1 having a bunch of uneducated people we can have educated people,	23	educated	26 	2.16779030464124e-05	people	2267 	0.0018901463925468	educated people	(NP (JJ educated) (NNS people))							no	
36061:29	and, and we've got the lowest rates of the civilized countries in science and math.	16	lowest	11 	9.17142051963601e-06	rates	24 	2.00103720428422e-05	the lowest rates	(NP (DT the) (JJS lowest) (NNS rates))							no	
36071:9	we were an industrial giant,	5	industrial	14 	1.16727170249913e-05	giant	3 	2.50129650535528e-06	an industrial giant	(NP-PRD (DT an) (JJ industrial) (NN giant))							no	
36087:8	but on the other hand, we kind of lose out.	10	other	1208 	0.00100718872615639	hand	127 	0.000105888218726707	the other hand	(NP (DT the) (JJ other) (NN hand))							no	
36092:24	i think that if, uh, young people had service to the country * might give them more ambition. because they learn that * serving other people is a good thing.	30	young	177 	0.000147576493815961	people	2267 	0.0018901463925468	young people	(NP-SBJ (JJ young) (NNS people))							no	
36092:56	i think that if, uh, young people had service to the country * might give them more ambition. because they learn that * serving other people is a good thing.	30	more	1696 	0.00141406629102752	ambition	2 	1.66753100357018e-06	more ambition	(NP (JJR more) (NN ambition))							no	
36092:84	i think that if, uh, young people had service to the country * might give them more ambition. because they learn that * serving other people is a good thing.	30	other	1208 	0.00100718872615639	people	2267 	0.0018901463925468	other people	(NP (JJ other) (NNS people))							no	
36092:92	i think that if, uh, young people had service to the country * might give them more ambition. because they learn that * serving other people is a good thing.	30	good	2181 	0.00181844255939329	thing	1372 	0.00114392626844915	a good thing	(NP-PRD (DT a) (JJ good) (NN thing))							no	
36103:26	i mean, even, even the greedy kids that we've got *t*-1 now...	14	greedy	2 	1.66753100357018e-06	kids	786 	0.000655339684403082	even the greedy kids	(NP (RB even) (RS (-DFL- \])) (DT the) (JJ greedy) (NNS kids))							no	
36122:14	uh, that's my other complaint.	6	other	1208 	0.00100718872615639	complaint	3 	2.50129650535528e-06	my other complaint	(NP-PRD (PRP$ my) (JJ other) (NN complaint))							no	
